Date,Year,Month,Event,Event_Type,Total_Tourist_Arrivals,Domestic_Tourists,International_Tourists,Hotel_Occupancy(%),Average_Stay_Duration(days),Tourism_Revenue(INR),Cruise_Arrivals,Airport_Footfall,Temperature(C),Rainfall(mm),Flight_Delays,Monsoon_Impact_Flag,Most_Visited_Place,Agency_or_Package,Lag_1_Month,Lag_3_Month,Lag_6_Month,Moving_Average,Seasonal_Index
2024-03-04,2024,3,Onam Festival,Festival,126304,85357,40947,70.43,4.68,191172723.59,28,137797,25.21,208.76,26,0,Mattancherry Palace,Self-Planned,123462,121639,126801,124551,0.93
2024-01-20,2024,1,No Major Event,None,124482,94169,30313,53.52,4.59,328016974.48,121,135193,27.75,287.16,17,0,Hill Palace,Government Package,124705,117315,118457,121239,0.85
2022-04-28,2022,4,Peak Season,Tourism,110419,88154,22265,52.22,4.01,149919830.73,2916,121726,30.5,402.42,15,1,Hill Palace,Government Package,106734,117389,90475,106254,1.17
2022-04-23,2022,4,Monsoon Dip,Low Season,127900,87479,40421,50.97,4.72,340991941.79,76,137840,30.35,240.3,45,0,Bolgatty Palace,Government Package,129819,135043,112618,126345,0.86
2023-04-30,2023,4,Conference,MICE,94535,68311,26224,72.71,3.13,197052138.68,193,102340,27.05,528.28,27,1,Chottanikkara Temple,Government Package,99337,90237,109132,98310,1.02
2022-07-28,2022,7,Peak Season,Tourism,101683,71592,30091,78.22,5.15,135941052.95,1970,106034,32.29,486.54,42,1,Marine Drive,Government Package,102575,95193,116626,104019,1.03
2022-08-31,2022,8,Biennale,Arts & Cultural,55843,38017,17826,81.06,3.44,97165333.81,432,73108,24.17,176.02,22,0,Hill Palace,Private Agency,59072,63087,56562,58641,0.94
2023-08-26,2023,8,Monsoon Dip,Low Season,121734,87158,34576,91.03,4.71,230759342.39,38,125562,24.7,213.26,2,0,Mattancherry Palace,Private Agency,121078,124579,136199,125897,0.98
2024-12-03,2024,12,Onam Festival,Festival,60505,45409,15096,78.17,4.44,103819210.29,128,79503,32.96,340.28,47,1,Mattancherry Palace,Government Package,55631,53838,51660,55408,1.12
2024-07-12,2024,7,Monsoon Dip,Low Season,92418,73237,19181,76.25,4.6,168188674.28,134,102969,27.63,66.61,32,0,Chottanikkara Temple,Private Agency,95922,82735,73150,86056,0.94
2022-06-20,2022,6,Biennale,Arts & Cultural,103166,81621,21545,86.84,2.45,126940444.47,547,107006,26.25,171.9,46,0,Chottanikkara Temple,Private Agency,99582,94137,108249,101283,1.13
2023-04-14,2023,4,Cruise Season,Cruise Tourism,101362,75034,26328,57.24,2.06,290588915.57,421,104959,29.25,515.23,24,1,Chottanikkara Temple,Private Agency,96773,100765,111824,102681,0.82
2023-10-19,2023,10,Monsoon Dip,Low Season,99257,70389,28868,77.24,2.92,199814195.45,50,103879,29.77,197.06,28,0,Bolgatty Palace,Self-Planned,98828,106374,82404,96715,1.19
2022-12-22,2022,12,No Major Event,None,59096,39225,19871,68.99,5.04,105021828.9,29,75377,29.72,450.29,35,1,Marine Drive,Travel Group,62822,67529,76292,66434,1.09
2022-08-13,2022,8,No Major Event,None,127311,88670,38641,63.79,2.48,266561606.16,41,145247,25.44,8.2,49,0,Mattancherry Palace,Government Package,131780,136419,133906,132354,1.12
2024-04-28,2024,4,Conference,MICE,86464,62363,24101,77.87,3.98,143483162.9,49,102468,30.52,593.56,32,1,Chinese Fishing Nets,Travel Group,88483,93902,66799,83912,0.94
2024-04-03,2024,4,Peak Season,Tourism,85831,67831,18000,65.35,1.95,125229809.94,244,99365,31.02,40.6,47,0,Chottanikkara Temple,Self-Planned,90768,79976,94851,87856,0.93
2024-05-09,2024,5,Cruise Season,Cruise Tourism,95119,69630,25489,57.52,3.48,216874430.27,370,109679,26.99,337.45,36,1,Fort Kochi,Self-Planned,99984,99511,76504,92779,0.9
2024-04-07,2024,4,Monsoon Dip,Low Season,65554,51426,14128,91.14,3.91,86227398.5,142,71664,30.74,406.72,31,1,Cherai Beach,Travel Group,63151,57308,52342,59588,1.11
2024-08-01,2024,8,Monsoon Dip,Low Season,93105,64668,28437,65.08,4.47,172064490.24,22,107291,32.75,354.69,38,1,Mattancherry Palace,Self-Planned,94976,90051,106368,96125,1.11
2023-11-04,2023,11,No Major Event,None,54702,40061,14641,58.88,4.52,86499005.86,40,66480,29.47,306.06,4,1,Cherai Beach,Travel Group,51812,47420,73244,56794,1.18
2023-08-28,2023,8,No Major Event,None,111326,75716,35610,63.93,3.75,186692152.23,165,120668,29.87,159.02,40,0,Bolgatty Palace,Travel Group,112587,110575,126330,115204,1.08
2022-06-30,2022,6,Biennale,Arts & Cultural,112210,77788,34422,76.32,5.24,211639104.21,1378,118632,32.95,548.09,21,1,Bolgatty Palace,Government Package,117143,117858,99112,111580,0.86
2023-04-11,2023,4,Onam Festival,Festival,102804,72129,30675,83.79,1.59,305341198.32,105,122238,27.02,275.42,40,0,Cherai Beach,Government Package,105706,110278,108469,106814,1.12
2024-01-09,2024,1,Cruise Season,Cruise Tourism,83301,55827,27474,80.33,2.33,161562770.98,1312,95999,32.8,179.78,37,0,Marine Drive,Self-Planned,79218,85665,79116,81825,1.06
2022-10-18,2022,10,No Major Event,None,110320,72549,37771,62.77,3.58,261259072.0,58,119580,30.13,587.42,27,1,Cherai Beach,Self-Planned,108488,111334,117724,111966,1.18
2022-11-02,2022,11,Cruise Season,Cruise Tourism,75626,52803,22823,74.98,4.43,144744939.15,1102,93944,32.2,506.79,33,1,Marine Drive,Self-Planned,72429,74647,93697,79099,1.05
2022-09-24,2022,9,Peak Season,Tourism,88934,55966,32968,71.51,4.45,163486609.99,861,96040,27.92,156.96,46,0,Fort Kochi,Travel Group,87430,85509,80397,85567,1.07
2022-12-24,2022,12,Peak Season,Tourism,123359,79606,43753,78.67,3.69,264883320.9,1152,134342,29.92,190.32,26,0,Hill Palace,Private Agency,123825,116348,114706,119559,1.0
2023-09-30,2023,9,Onam Festival,Festival,107885,84668,23217,93.41,3.65,228213770.25,69,125872,26.88,466.83,44,1,Hill Palace,Government Package,111424,100470,93996,103443,1.01
2024-04-04,2024,4,Peak Season,Tourism,77329,47155,30174,78.86,1.77,141755466.56,426,81152,26.96,190.72,45,0,Chottanikkara Temple,Self-Planned,77828,70736,75577,75367,0.92
2023-06-15,2023,6,Peak Season,Tourism,72415,56406,16009,71.02,3.22,191293625.81,2760,88693,30.6,489.4,9,1,Bolgatty Palace,Government Package,75137,70087,62091,69932,1.1
2023-05-14,2023,5,Wedding Season,MICE,60324,43407,16917,64.27,4.79,171875088.25,45,74198,31.9,80.92,14,0,Marine Drive,Government Package,57483,50749,46862,53854,1.13
2022-04-11,2022,4,Biennale,Arts & Cultural,72114,45937,26177,86.01,4.8,119332434.91,632,87794,26.41,570.3,3,1,Cherai Beach,Travel Group,73519,79278,71398,74077,0.88
2022-09-16,2022,9,Conference,MICE,103599,71786,31813,88.02,1.8,149188542.49,122,119183,24.97,277.71,5,0,Mattancherry Palace,Government Package,107329,110714,88018,102415,0.82
2023-06-10,2023,6,Wedding Season,MICE,127636,85851,41785,70.57,4.44,371167085.52,34,146204,25.09,440.79,3,1,Chinese Fishing Nets,Travel Group,127076,124775,115564,123762,1.19
2023-08-26,2023,8,Conference,MICE,88787,69947,18840,60.95,3.87,168903925.41,170,95566,28.46,396.73,5,1,Lulu Mall,Self-Planned,86069,92097,77841,86198,1.07
2024-09-09,2024,9,Wedding Season,MICE,105933,72668,33265,82.5,2.01,138031970.09,64,114005,32.6,585.88,3,1,Chottanikkara Temple,Government Package,107300,104934,106923,106272,1.08
2022-10-28,2022,10,Conference,MICE,51972,40944,11028,67.61,2.8,122788577.07,188,57491,29.71,464.92,3,1,Chottanikkara Temple,Self-Planned,47355,50270,70385,54995,0.95
2024-11-10,2024,11,Biennale,Arts & Cultural,108262,65885,42377,94.89,4.9,278777772.56,2183,123769,32.74,584.57,23,1,Cherai Beach,Travel Group,105868,105824,94382,103584,1.07
2023-12-22,2023,12,Biennale,Arts & Cultural,54271,41372,12899,78.28,3.75,79118837.35,2221,68357,28.46,583.87,21,1,Bolgatty Palace,Travel Group,52276,52613,71481,57660,1.0
2024-08-23,2024,8,Conference,MICE,52551,33439,19112,86.98,4.43,97315207.51,154,59394,29.66,194.16,8,0,Hill Palace,Self-Planned,50845,59332,48164,52723,1.02
2024-04-03,2024,4,Peak Season,Tourism,89744,64513,25231,91.69,4.36,143637198.75,2845,97297,30.47,595.2,46,1,Hill Palace,Private Agency,85905,99072,83548,89567,1.05
2024-03-27,2024,3,Monsoon Dip,Low Season,60455,45482,14973,93.59,3.17,134528194.87,152,75561,31.31,130.65,17,0,Chottanikkara Temple,Travel Group,59226,53520,49458,55664,1.11
2024-10-12,2024,10,Monsoon Dip,Low Season,114586,79030,35556,81.55,4.69,315155346.59,49,123642,24.01,76.36,19,0,Fort Kochi,Self-Planned,111200,111960,116212,113489,1.18
2023-04-26,2023,4,Peak Season,Tourism,90988,72235,18753,60.22,2.05,246532029.95,500,96628,28.12,476.4,13,1,Hill Palace,Private Agency,87899,87646,107062,93398,1.16
2024-02-10,2024,2,Monsoon Dip,Low Season,50096,33982,16114,78.31,5.2,85653767.88,103,66500,28.0,528.83,49,1,Marine Drive,Travel Group,53161,47826,30162,45311,1.18
2024-09-06,2024,9,Conference,MICE,118882,89701,29181,81.54,2.7,165611173.33,120,133259,30.99,387.91,19,1,Cherai Beach,Private Agency,118950,121595,113423,118212,1.16
2023-10-10,2023,10,Cruise Season,Cruise Tourism,102175,75209,26966,72.62,1.73,266678362.69,2799,118112,24.58,195.25,8,0,Lulu Mall,Government Package,103124,93176,87267,96435,0.91
2022-04-01,2022,4,No Major Event,None,69141,50024,19117,93.5,2.88,109114031.22,189,75532,26.84,280.24,4,0,Chottanikkara Temple,Private Agency,72516,75256,60038,69237,0.92
2024-08-10,2024,8,Conference,MICE,50339,31110,19229,67.91,1.71,85343722.91,161,60973,27.37,331.89,3,1,Marine Drive,Government Package,49473,59510,59825,54786,0.94
2023-06-19,2023,6,Conference,MICE,78977,54437,24540,80.44,4.65,157626281.66,41,82051,28.7,451.78,29,1,Chottanikkara Temple,Travel Group,78454,86299,94791,84630,1.18
2022-08-30,2022,8,Conference,MICE,128279,88959,39320,75.28,4.55,235851070.29,21,143722,30.85,338.51,38,1,Mattancherry Palace,Government Package,126352,125314,145993,131484,1.0
2024-04-19,2024,4,Peak Season,Tourism,64395,46587,17808,72.66,4.32,98361168.22,2119,80340,29.64,494.75,9,1,Marine Drive,Government Package,60580,71497,67353,65956,1.0
2023-06-20,2023,6,Biennale,Arts & Cultural,50830,36346,14484,72.44,3.05,146228294.92,1115,63439,26.59,293.02,25,0,Fort Kochi,Self-Planned,53747,48185,59842,53151,0.93
2022-02-10,2022,2,Conference,MICE,55067,42303,12764,53.52,2.32,89779331.19,160,62717,26.82,24.14,41,0,Fort Kochi,Government Package,53940,51683,73527,58554,1.04
2022-11-27,2022,11,No Major Event,None,50312,32094,18218,72.01,3.98,135679029.34,113,55797,29.24,346.96,16,1,Marine Drive,Private Agency,54605,49235,69902,56013,1.18
2023-10-26,2023,10,Cruise Season,Cruise Tourism,105716,83459,22257,86.54,1.73,275143002.13,467,124558,31.76,507.63,43,1,Fort Kochi,Self-Planned,103895,104162,123497,109317,1.13
2022-10-19,2022,10,Conference,MICE,124025,94618,29407,59.17,1.99,180712876.6,103,143559,28.05,558.95,7,1,Chinese Fishing Nets,Travel Group,126785,122135,130317,125815,0.85
2024-08-07,2024,8,Onam Festival,Festival,125391,80845,44546,94.53,3.36,161215235.68,89,135373,25.09,565.12,15,1,Chottanikkara Temple,Government Package,124006,120643,133314,125838,0.91
2024-10-11,2024,10,Monsoon Dip,Low Season,119119,90126,28993,69.61,1.77,300718901.47,68,122393,28.23,278.43,1,0,Fort Kochi,Private Agency,122879,125591,107066,118663,1.16
2022-11-06,2022,11,Wedding Season,MICE,96255,68367,27888,56.12,2.26,208189934.28,37,109564,27.81,105.63,0,0,Fort Kochi,Government Package,91443,99544,93700,95235,1.06
2022-10-18,2022,10,No Major Event,None,127819,94781,33038,50.47,4.44,219792721.42,141,145412,30.9,212.64,30,0,Cherai Beach,Travel Group,122955,118749,139887,127352,1.02
2022-04-23,2022,4,Peak Season,Tourism,95045,65508,29537,65.89,3.82,212962877.13,521,101915,30.46,555.19,18,1,Fort Kochi,Private Agency,93781,103880,98008,97678,0.86
2023-11-04,2023,11,Onam Festival,Festival,74589,54713,19876,54.65,1.87,206338847.05,148,82457,31.92,407.87,20,1,Cherai Beach,Self-Planned,75373,79764,86847,79143,0.8
2024-08-12,2024,8,No Major Event,None,81737,57021,24716,73.86,3.79,236866089.83,35,96491,32.89,263.49,18,0,Chottanikkara Temple,Private Agency,82765,86324,91953,85694,1.13
2022-03-19,2022,3,Biennale,Arts & Cultural,70773,50959,19814,92.59,5.43,165666417.15,2533,89081,31.18,457.49,5,1,Chottanikkara Temple,Government Package,72243,69551,89581,75537,0.85
2023-10-06,2023,10,Cruise Season,Cruise Tourism,104961,71139,33822,56.46,5.12,143053508.3,2659,120688,32.92,308.14,45,1,Mattancherry Palace,Private Agency,100288,108335,100393,103494,1.05
2023-05-04,2023,5,Onam Festival,Festival,128183,82009,46174,70.22,5.11,234838526.58,122,143101,29.95,413.03,24,1,Lulu Mall,Travel Group,126760,131681,139567,131547,1.03
2024-01-25,2024,1,Wedding Season,MICE,90037,70839,19198,84.5,3.16,177933522.29,64,95705,31.78,27.2,48,0,Chinese Fishing Nets,Private Agency,87263,88979,89106,88846,1.19
2024-01-13,2024,1,Peak Season,Tourism,124938,78913,46025,61.91,1.6,201864706.24,2239,134966,26.38,360.91,45,1,Lulu Mall,Travel Group,120425,127139,140068,128142,1.19
2022-07-04,2022,7,Peak Season,Tourism,65317,42343,22974,52.42,3.63,183865954.67,2678,78571,29.16,336.77,31,1,Hill Palace,Self-Planned,60766,56469,52322,58718,0.8
2024-01-03,2024,1,Peak Season,Tourism,100659,65657,35002,84.16,5.35,141551154.21,2285,117902,30.41,509.83,25,1,Mattancherry Palace,Private Agency,100192,97497,82069,95104,0.86
2023-05-12,2023,5,Cruise Season,Cruise Tourism,88999,68260,20739,64.54,2.76,126052089.8,1542,101965,31.18,574.56,18,1,Mattancherry Palace,Travel Group,92804,93682,96663,93037,0.8
2023-05-03,2023,5,Conference,MICE,72169,56275,15894,91.77,3.85,123070188.72,189,80728,25.21,338.94,15,1,Lulu Mall,Private Agency,75562,79229,74464,75356,1.06
2022-11-30,2022,11,Wedding Season,MICE,105588,69660,35928,88.45,3.41,268641032.32,77,115023,30.7,12.98,11,0,Fort Kochi,Self-Planned,107091,109866,115885,109607,0.96
2024-07-18,2024,7,Cruise Season,Cruise Tourism,69394,45689,23705,62.31,3.14,97145698.94,2769,75834,28.71,407.6,30,1,Mattancherry Palace,Private Agency,72331,68116,82056,72974,1.08
2022-04-27,2022,4,Monsoon Dip,Low Season,95290,75692,19598,64.03,1.96,227973161.96,93,112596,27.84,36.32,29,0,Hill Palace,Government Package,94871,102417,105164,99435,0.98
2024-01-16,2024,1,Onam Festival,Festival,124983,80611,44372,55.79,3.44,277956885.17,43,133345,27.13,376.46,7,1,Mattancherry Palace,Travel Group,120620,118117,123686,121851,1.18
2022-01-14,2022,1,Wedding Season,MICE,125101,80032,45069,56.16,4.46,341201028.67,91,137332,26.76,377.07,3,1,Fort Kochi,Travel Group,123520,131873,122379,125718,1.06
2024-04-21,2024,4,Onam Festival,Festival,121278,92353,28925,76.76,2.15,161039351.66,81,126393,30.14,51.34,17,0,Bolgatty Palace,Travel Group,123274,111546,126481,120644,1.17
2023-12-20,2023,12,Cruise Season,Cruise Tourism,119940,93701,26239,74.7,5.47,298649386.66,2227,131893,24.03,203.22,7,0,Mattancherry Palace,Government Package,122745,118691,103257,116158,0.91
2022-08-28,2022,8,Wedding Season,MICE,128403,88130,40273,64.76,4.73,236836805.05,78,134395,25.44,100.85,10,0,Cherai Beach,Self-Planned,131814,120810,142910,130984,1.17
2022-09-02,2022,9,Biennale,Arts & Cultural,125228,91004,34224,84.27,3.43,203467476.68,1330,136303,28.84,0.86,22,0,Cherai Beach,Travel Group,127221,129792,125381,126905,0.93
2024-12-25,2024,12,Biennale,Arts & Cultural,82999,62391,20608,69.27,4.93,239600013.57,1018,92429,30.72,72.0,1,0,Lulu Mall,Travel Group,78359,81612,90026,83249,0.81
2022-06-29,2022,6,Onam Festival,Festival,114237,90069,24168,71.85,3.15,204092700.52,159,132427,29.85,450.5,26,1,Marine Drive,Travel Group,112270,118074,105094,112418,1.09
2023-11-02,2023,11,Conference,MICE,129022,86590,42432,60.46,2.49,360364352.45,136,136872,26.19,455.21,37,1,Fort Kochi,Self-Planned,131330,133341,138105,132949,0.84
2024-11-01,2024,11,Cruise Season,Cruise Tourism,55950,36432,19518,64.6,4.09,95294620.96,150,64354,24.03,484.15,13,1,Cherai Beach,Travel Group,59986,53604,61598,57784,0.97
2022-01-15,2022,1,No Major Event,None,74172,56405,17767,74.24,4.01,179020365.44,188,90865,30.62,557.92,0,1,Chinese Fishing Nets,Travel Group,70332,76909,64362,71443,1.16
2024-11-05,2024,11,Onam Festival,Festival,89955,62535,27420,58.88,4.03,215013842.77,92,94397,27.59,414.63,3,1,Fort Kochi,Travel Group,88457,82700,95757,89217,1.08
2022-11-07,2022,11,Biennale,Arts & Cultural,68785,50612,18173,70.81,4.08,146593550.15,1038,79543,31.16,470.62,1,1,Chottanikkara Temple,Government Package,64070,71264,79159,70819,1.12
2022-09-06,2022,9,Biennale,Arts & Cultural,78168,50582,27586,63.59,1.6,166657592.96,2939,88945,32.5,163.67,27,0,Bolgatty Palace,Government Package,79970,87815,78153,81026,0.87
2023-09-11,2023,9,Biennale,Arts & Cultural,78222,58086,20136,55.6,2.85,193636687.6,1384,88553,32.34,506.57,35,1,Lulu Mall,Private Agency,78106,68352,61514,71548,1.01
2024-08-11,2024,8,Cruise Season,Cruise Tourism,76906,55687,21219,65.23,4.95,178575789.93,1527,93902,27.43,206.14,6,0,Cherai Beach,Travel Group,81524,67925,61194,71887,1.13
2024-11-09,2024,11,Wedding Season,MICE,92032,55886,36146,84.58,4.72,179825583.19,133,96055,26.29,385.07,25,1,Chinese Fishing Nets,Private Agency,93588,99508,109188,98579,1.17
2022-08-19,2022,8,Peak Season,Tourism,101101,78326,22775,67.2,4.7,227531701.18,204,110064,30.11,523.28,6,1,Bolgatty Palace,Travel Group,96626,108408,110722,104214,1.04
2024-11-14,2024,11,Wedding Season,MICE,128819,86641,42178,53.18,1.93,234186563.55,66,147135,27.66,246.55,29,0,Marine Drive,Government Package,131488,120037,121727,125517,0.92
2022-07-12,2022,7,No Major Event,None,97827,66022,31805,66.53,4.45,180199593.8,25,102857,31.43,372.1,41,1,Chottanikkara Temple,Self-Planned,102430,101196,90383,97959,0.91
2022-03-19,2022,3,Wedding Season,MICE,122434,81322,41112,72.99,5.1,238349128.85,50,141650,29.07,16.33,30,0,Marine Drive,Private Agency,118702,119403,129498,122509,0.83
2023-05-15,2023,5,Monsoon Dip,Low Season,60804,47986,12818,56.3,2.06,142372878.62,150,78909,27.73,80.93,24,0,Cherai Beach,Self-Planned,60014,56360,71497,62168,1.14
2023-09-30,2023,9,Monsoon Dip,Low Season,66626,45315,21311,90.8,5.42,85336484.07,128,73619,29.72,303.07,10,1,Chottanikkara Temple,Government Package,63638,66103,50092,61614,1.03
2022-01-30,2022,1,Wedding Season,MICE,63753,50216,13537,78.35,2.84,118740567.58,36,68591,25.63,31.65,18,0,Mattancherry Palace,Travel Group,61886,73356,80105,69775,1.02
2024-06-19,2024,6,Onam Festival,Festival,94974,57973,37001,58.44,3.76,115544099.27,119,107920,31.83,440.97,9,1,Marine Drive,Private Agency,93388,90031,78020,89103,0.82
2022-12-14,2022,12,Onam Festival,Festival,74568,53792,20776,87.33,3.28,189548491.46,88,84554,28.93,582.72,44,1,Chottanikkara Temple,Self-Planned,78614,65773,91339,77573,0.99
2022-05-14,2022,5,Monsoon Dip,Low Season,101403,65373,36030,61.01,2.01,199761806.87,192,104590,29.44,546.24,2,1,Marine Drive,Government Package,104393,93713,116389,103974,0.99
2022-02-26,2022,2,Monsoon Dip,Low Season,118228,75490,42738,61.8,4.61,219277242.58,139,130552,29.71,224.28,45,0,Chottanikkara Temple,Travel Group,113258,125753,125305,120636,0.93
2024-07-21,2024,7,Conference,MICE,124541,90088,34453,56.81,2.15,244062559.37,20,135824,26.66,367.59,30,1,Bolgatty Palace,Self-Planned,123007,124362,126845,124688,0.86
2022-04-12,2022,4,Wedding Season,MICE,54446,41298,13148,88.89,4.18,96332397.46,66,73867,24.44,215.52,9,0,Lulu Mall,Travel Group,54334,59803,53253,55459,0.93
2024-03-08,2024,3,Conference,MICE,63019,45905,17114,91.47,3.01,120423371.78,80,74668,24.86,306.14,8,1,Fort Kochi,Travel Group,63315,69786,52565,62171,1.15
2023-09-27,2023,9,Peak Season,Tourism,62677,48782,13895,68.16,1.64,154997933.22,308,69508,27.7,71.81,25,0,Cherai Beach,Private Agency,61953,54179,73151,62990,1.09
2024-08-04,2024,8,Peak Season,Tourism,128566,102240,26326,72.44,1.97,171728110.92,2842,147968,28.34,94.41,46,0,Marine Drive,Government Package,132606,119632,143806,131152,1.02
2022-10-20,2022,10,Conference,MICE,91661,70216,21445,64.39,1.74,159980975.21,25,100369,30.77,320.97,1,1,Fort Kochi,Self-Planned,95012,86943,71864,86370,1.06
2024-10-17,2024,10,Onam Festival,Festival,129758,102733,27025,53.42,4.03,324943114.17,145,133374,32.22,440.73,2,1,Mattancherry Palace,Travel Group,127250,138121,115781,127727,0.99
2023-04-05,2023,4,Onam Festival,Festival,90417,54581,35836,71.48,3.94,177857707.47,92,101913,26.58,585.22,8,1,Lulu Mall,Self-Planned,87213,85023,85251,86976,1.02
2022-02-05,2022,2,Onam Festival,Festival,56667,37082,19585,86.35,2.69,73084945.36,70,63604,26.74,221.74,18,0,Marine Drive,Travel Group,53003,59347,73642,60664,0.96
2024-12-17,2024,12,Conference,MICE,110991,79292,31699,85.73,3.21,186207466.18,52,126079,26.12,368.27,37,1,Cherai Beach,Travel Group,114168,106071,127172,114600,0.88
2024-11-19,2024,11,Cruise Season,Cruise Tourism,78904,47449,31455,94.59,1.66,113376564.41,2120,82625,32.8,482.69,2,1,Mattancherry Palace,Self-Planned,77343,72292,88351,79222,0.85
2022-08-14,2022,8,Peak Season,Tourism,111226,74252,36974,53.25,3.79,140593256.82,2115,123292,26.02,493.92,29,1,Chinese Fishing Nets,Travel Group,113517,102604,111060,109601,0.89
2024-10-11,2024,10,Cruise Season,Cruise Tourism,54693,43006,11687,72.11,3.09,131194549.81,1717,65837,31.71,478.24,13,1,Chinese Fishing Nets,Government Package,55816,55266,41039,51703,1.06
